slug,titulo,ano,tipo,qualidade,generos,download,meta_chars,title_chars
elysium,Elysium,2013,Filme,1080p,4,True,103,50
em-algum-momento-alem-de-agora,Em Algum Momento Além de Agora,2021,Filme,1080p,1,True,126,73
em-busca-da-verdade,Em Busca da Verdade,2019,Filme,1080p,3,True,115,62
em-busca-da-vitoria,Em Busca da Vitória,2019,Filme,1080p,2,True,115,62
em-busca-de-mim,Em Busca de Mim,2022,Filme,1080p,1,True,111,58
em-busca-do-barco-perdido,Em Busca do Barco Perdido,2022,Filme,1080p,3,True,121,68
em-busca-do-calice-sagrado,Em Busca do Cálice Sagrado,2022,Filme,1080p,2,True,122,69
em-chamas,Em Chamas,2023,Filme,1080p,4,True,105,52
em-divida-com-a-sorte,Em Dívida com a Sorte,2020,Filme,1080p,1,True,117,64
em-lados-opostos,Em Lados Opostos,2018,Filme,1080p,3,True,112,59
em-nome-da-honra,Em Nome da Honra,2023,Filme,1080p,1,True,112,59
em-nome-do-pai,Em Nome do Pai,1993,Filme,1080p,1,True,110,57
em-ritmo-de-fuga,Em Ritmo de Fuga,2017,Filme,1080p,2,True,112,59
em-rota-de-colisao,Em Rota de Colisão,2020,Filme,1080p,1,True,114,61
em-ruinas,Em Ruínas,2024,Filme,1080p,3,True,105,52
em-um-piscar-de-olhos,Em um Piscar de Olhos,2026,Filme,1080p,2,True,117,64
emboscada,Emboscada,2023,Filme,1080p,3,True,105,52
emergencia-radioativa-1a-temporada,Emergência Radioativa 1ª Temporada,2026,Série,1080p,0,True,130,77
emily-em-paris-1a-temporada,Emily em Paris 1ª Temporada,2020,Série,1080p,0,True,123,70
emily-em-paris-2a-temporada,Emily em Paris 2ª Temporada,2021,Série,1080p,0,True,123,70
emily-em-paris-3a-temporada,Emily em Paris 3ª Temporada,2022,Série,1080p,0,True,123,70
emily-em-paris-4a-temporada,Emily em Paris 4ª Temporada,2024,Série,1080p,0,True,123,70
emily-em-paris-5a-temporada,Emily em Paris 5ª Temporada,2025,Série,1080p,0,True,123,70
emma,Emma,2020,Filme,1080p,2,True,100,47
emmanuelle,Emmanuelle,2024,Filme,1080p,2,True,106,53
encantadora-de-tubaroes,Encantadora de Tubarões,2025,Filme,1080p,1,True,119,66
enclausurados,Enclausurados,2023,Filme,1080p,2,True,109,56
encontrando-o-amor-em-yosemite,Encontrando o Amor em Yosemite,2022,Filme,1080p,2,True,126,73
encontro-arriscado,Encontro Arriscado,2021,Filme,1080p,1,True,114,61
encontro-explosivo,Encontro Explosivo,2010,Filme,1080p,2,True,114,61
encontro-fatal,Encontro Fatal,2022,Filme,1080p,1,True,110,57
encontro-macabro,Encontro Macabro,2022,Filme,1080p,3,True,112,59
encontro-marcado,Encontro Marcado,1998,Filme,1080p,3,True,112,59
enfeiticados,Enfeitiçados,2024,Filme,1080p,3,True,108,55
engajamento-mortal,Engajamento Mortal,2022,Filme,1080p,1,True,114,61
engolidos,Engolidos,2022,Filme,1080p,2,True,105,52
enigma-sombrio,Enigma Sombrio,2025,Filme,1080p,3,True,110,57
enquanto-ela-dorme,Enquanto Ela Dorme,2019,Filme,1080p,2,True,114,61
enquanto-o-amor-durar,Enquanto o Amor Durar,2022,Filme,1080p,3,True,117,64
ensaio-fatal,Ensaio Fatal,2026,Filme,1080p,1,True,108,55
ensinamentos-de-um-professor,Ensinamentos de Um Professor,2023,Filme,1080p,1,True,124,71
enterrando-minha-ex,Enterrando Minha Ex,2014,Filme,1080p,2,True,115,62
enterre-seus-mortos,Enterre Seus Mortos,2025,Filme,1080p,1,True,115,62
enterre-me-quando-eu-morrer,Enterre-me Quando Eu Morrer,2025,Filme,1080p,2,True,123,70
entre-amigas-de-volta-ao-passado,Entre Amigas: De Volta ao Passado,2023,Filme,1080p,1,True,129,76
entre-chegadas-e-despedidas,Entre Chegadas e Despedidas,2025,Filme,1080p,1,True,123,70
entre-dois-amores,Entre Dois Amores,2020,Filme,1080p,2,True,113,60
entre-facas-e-segredos,Entre Facas e Segredos,2019,Filme,1080p,3,True,118,65
entre-irmas,Entre Irmãs,2023,Filme,1080p,2,True,107,54
entre-mentiras-e-segredos,Entre Mentiras e Segredos,2021,Filme,1080p,1,True,121,68
entre-montanhas,Entre Montanhas,2025,Filme,1080p,5,True,111,58
entre-nos-uma-dose-extra-de-amor,Entre Nós: Uma Dose Extra de Amor,2025,Filme,1080p,3,True,129,76
entre-pais-e-filhos,Entre Pais e Filhos,2024,Filme,1080p,2,True,115,62
entre-piadas-e-cigarros,Entre Piadas e Cigarros,2023,Filme,1080p,1,True,119,66
entre-as-luzes,Entre as Luzes,2023,Filme,1080p,3,True,110,57
entre-o-ceu-e-a-terra,Entre o Céu e a Terra,2019,Filme,1080p,2,True,117,64
entre-o-ceu-e-o-inferno,Entre o Céu e o Inferno,2006,Filme,1080p,1,True,119,66
entre-o-louco-e-o-monstro,Entre o Louco e o Monstro,2024,Filme,1080p,1,True,121,68
entre-os-templos,Entre os Templos,2024,Filme,1080p,2,True,112,59
entre-os-vivos,Entre os Vivos,2022,Filme,1080p,3,True,110,57
entrelinhas,Entrelinhas,2024,Filme,1080p,2,True,107,54
entrevista-com-o-demonio,Entrevista com o Demônio,2024,Filme,1080p,1,True,120,67
entrevista-com-o-vampiro-1a-temporada,Entrevista com o Vampiro 1ª Temporada,2022,Série,1080p,0,True,133,80
entrevista-com-o-vampiro-2a-temporada,Entrevista com o Vampiro 2ª Temporada,2024,Série,1080p,0,True,133,80
entao-e-natal,Então é Natal,2021,Filme,1080p,3,True,109,56
epiphany-amor-e-perdao,Epiphany: Amor e Perdão,2019,Filme,1080p,2,True,119,66
era-uma-vez-na-minha-vida,Era Uma Vez Na Minha Vida,2021,Filme,1080p,2,True,121,68
era-uma-vez-um-deadpool,Era uma Vez um Deadpool,2018,Filme,1080p,3,True,119,66
escalada-sem-limites,Escalada Sem Limites,2022,Filme,1080p,3,True,116,63
escanyapobres,Escanyapobres,2024,Filme,1080p,1,True,109,56
escape,Escape,2024,Filme,1080p,2,True,102,49
escape-room-sem-saida,Escape Room - Sem Saída,2022,Filme,1080p,3,True,119,66
escape-from-the-21st-century,Escape from the 21st Century,2024,Filme,1080p,2,True,124,71
escola-da-mafia,Escola da Máfia,2021,Filme,1080p,1,True,111,58
esconderijo-maldito,Esconderijo Maldito,2021,Filme,1080p,1,True,115,62
escuridao-profunda,Escuridão Profunda,2023,Filme,1080p,3,True,114,61
escandalo-municipal,Escândalo Municipal,2020,Filme,1080p,1,True,115,62
espionagem-em-londres,Espionagem em Londres,2020,Filme,1080p,3,True,117,64
espiral-de-violencia,Espiral de Violência,2024,Filme,1080p,3,True,116,63
esposa-de-mentirinha,Esposa de Mentirinha,2011,Filme,1080p,2,True,116,63
espiritos-na-escola-1a-temporada,Espíritos na Escola 1ª Temporada,2023,Série,1080p,0,True,128,75
espiritos-na-escola-2a-temporada,Espíritos na Escola 2ª Temporada,2025,Série,1080p,0,True,128,75
esquadrao-suicida-isekai-1a-temporada,Esquadrão Suicida: Isekai 1ª Temporada,2024,Série,1080p,0,True,134,81
esqueceram-de-mim,Esqueceram de Mim,1990,Filme,1080p,3,True,113,60
esqueceram-de-mim-2-perdido-em-nova-york,Esqueceram de Mim 2: Perdido em Nova York,1992,Filme,1080p,4,True,137,84
esta-sou-eu,Esta Sou Eu,2026,Filme,1080p,2,True,107,54
estado-de-consciencia,Estado de Consciência,2023,Filme,1080p,1,True,117,64
estrada-florestal-825,Estrada Florestal 825,2025,Filme,1080p,2,True,117,64
estrada-mortal,Estrada Mortal,2018,Filme,1080p,2,True,110,57
estrada-da-morte,Estrada da Morte,2023,Filme,1080p,2,True,112,59
estrada-do-crime,Estrada do Crime,2018,Filme,1080p,4,True,112,59
estrada-para-a-loucura,Estrada para a Loucura,2021,Filme,1080p,3,True,118,65
estranha-forma-de-vida,Estranha Forma de Vida,2023,Filme,1080p,3,True,118,65
estranho-caminho,Estranho Caminho,2024,Filme,1080p,1,True,112,59
estranho-mas-verdade,Estranho Mas Verdade,2019,Filme,1080p,1,True,116,63
estrelas-alem-do-tempo,Estrelas Além do Tempo,2016,Filme,1080p,2,True,118,65
estudante-exemplar,Estudante Exemplar,2023,Filme,1080p,1,True,114,61
esta-tudo-bem-comigo,Está Tudo Bem Comigo?,2024,Filme,1080p,4,True,117,64
estomago,Estômago,2007,Filme,1080p,2,True,104,51
estomago-2-o-poderoso-chef,Estômago 2: O Poderoso Chef,2024,Filme,1080p,3,True,123,70
eternidade,Eternidade,2025,Filme,1080p,3,True,106,53
serie-eu-me,Serie Eu (Me),2024,Série,1080p,0,True,109,56
eu-aceito,Eu Aceito,2021,Filme,1080p,2,True,105,52
eu-sei-o-que-voces-fizeram-no-verao-passado,Eu Sei o Que Vocês Fizeram no Verão Passado,2025,Filme,1080p,2,True,139,86
eu-sou-charlie-walker,Eu Sou Charlie Walker,2022,Filme,1080p,1,True,117,64
eu-sou-o-numero-quatro,Eu Sou o Número Quatro,2011,Filme,1080p,3,True,118,65
eu-so-posso-imaginar,Eu Só Posso Imaginar,2018,Filme,1080p,2,True,116,63
eu-vi-o-brilho-da-tv,Eu Vi o Brilho da TV,2024,Filme,1080p,2,True,116,63
eu-e-meu-avo-nihonjin,Eu e Meu Avô Nihonjin,2025,Filme,1080p,2,True,117,64
eu-capitao,"Eu, Capitão",2023,Filme,1080p,2,True,107,54
eu-capitao-2,"Eu, Capitão",2024,Filme,1080p,1,True,107,54
eu-eddie,"Eu, Eddie",2025,Filme,1080p,1,True,105,52
eu-nirvana,"Eu, Nirvana",2024,Filme,1080p,1,True,107,54
eu-robo,"Eu, Robô",2004,Filme,1080p,2,True,104,51
evidencias-do-amor,Evidências do Amor,2024,Filme,1080p,1,True,114,61
evie-2,Evie,2023,Filme,1080p,2,True,100,47
ex-maridos,Ex-Maridos,2024,Filme,1080p,2,True,106,53
experimento-maldito,Experimento Maldito,2023,Filme,1080p,3,True,115,62
explosao-no-trem-bala,Explosão no Trem-Bala,2025,Filme,1080p,4,True,117,64
expresso-do-amanha,Expresso do Amanhã,2013,Filme,1080p,3,True,114,61
exterminio,Extermínio,2002,Filme,1080p,3,True,106,53
exterminio-2,Extermínio 2,2007,Filme,1080p,3,True,108,55
exterminio-a-evolucao,Extermínio: A Evolução,2025,Filme,1080p,3,True,118,65
exterminio-o-templo-dos-ossos,Extermínio: O Templo dos Ossos,2026,Filme,1080p,3,True,126,73
exterritorial-2,Exterritorial,2025,Filme,1080p,2,True,109,56
exilio,Exílio,2025,Filme,1080p,1,True,102,49
f-marry-kill,F Marry Kill,2024,Filme,1080p,2,True,108,55
f1-o-filme,F1 - O Filme,2025,Filme,1080p,2,True,108,55
faces-da-guerra,Faces da Guerra,2021,Filme,1080p,4,True,111,58
falcao-negro-em-perigo,Falcão Negro em Perigo,2001,Filme,1080p,4,True,118,65
fall-is-a-good-time-to-die,Fall Is a Good Time to Die,2025,Filme,1080p,2,True,122,69
fallout-1a-temporada,Fallout 1ª Temporada,2024,Série,1080p,0,True,116,63
fallout-2a-temporada,Fallout 2ª Temporada,2025,Série,1080p,0,True,116,63
falta-voce-me-faz-1a-temporada,Falta Você Me Faz 1ª Temporada,2025,Série,1080p,1,True,126,73
familia-nao-se-escolhe,Família Não Se Escolhe,2022,Filme,1080p,1,True,118,65
serie-familia-soprano,Serie Família Soprano,1999,Série,1080p,0,True,117,64
familia-de-aluguel,Família de Aluguel,2025,Filme,1080p,1,True,114,61
familia-a-prova-de-balas,Família à Prova de Balas,2025,Filme,1080p,2,True,120,67
familia-pero-no-mucho,"Família, Pero no Mucho",2025,Filme,1080p,1,True,118,65
fantasma-no-cemiterio,Fantasma no Cemitério,2019,Filme,1080p,2,True,117,64
farejando-vinganca-2-cidade-dos-lobos,Farejando Vingança 2: Cidade dos Lobos,2025,Filme,1080p,3,True,134,81
farol-da-ilusao,Farol da Ilusão,2024,Filme,1080p,3,True,111,58
fascinio-perigoso,Fascínio Perigoso,2024,Filme,1080p,1,True,113,60
faster-no-limite-da-velocidade,Faster: No Limite da Velocidade,2025,Filme,1080p,3,True,127,74
fateh,Fateh,2025,Filme,1080p,3,False,101,48
faca-ela-voltar,Faça Ela Voltar,2025,Filme,1080p,2,True,111,58
feios,Feios,2024,Filme,1080p,3,True,101,48
feitico-de-aniversario,Feitiço de Aniversário,2023,Filme,1080p,1,True,118,65
feito-na-america,Feito na América,2017,Filme,1080p,3,True,112,59
feitos-de-plastico,Feitos de Plástico,2024,Filme,1080p,1,True,114,61
felicidade-e,Felicidade é...,2024,Filme,1080p,3,True,111,58
feliz-assalto,Feliz Assalto!,2025,Filme,1080p,3,True,110,57
feras-no-jardim,Feras no Jardim,2025,Filme,1080p,1,True,111,58
ferrari,Ferrari,2023,Filme,1080p,2,True,103,50
ferry-2,Ferry 2,2024,Filme,1080p,3,True,103,50
festa-da-salsicha,Festa da Salsicha,2016,Filme,1080p,5,True,113,60
serie-festa-da-salsicha-comilandia,Serie Festa da Salsicha: Comilândia,2024,Série,1080p,0,True,131,78
festival-de-artes-de-hazelton,Festival de Artes de Hazelton,2024,Filme,1080p,2,True,125,72
fight-night-the-million-dollar-heist-1a-temporada,Fight Night: The Million Dollar Heist 1ª Temporada,2024,Série,1080p,1,True,146,93
fight-or-flight,Fight or Flight,2025,Filme,1080p,3,True,111,58
filadelfia,Filadélfia,1993,Filme,1080p,1,True,106,53
filho-das-sombras,Filho das Sombras,2019,Filme,1080p,3,True,113,60
filhos-da-esperanca,Filhos da Esperança,2006,Filme,1080p,2,True,115,62
filhos-da-violencia,Filhos da Violência,2021,Filme,1080p,3,True,115,62
filhos-do-ecstasy,Filhos do Ecstasy,2025,Filme,1080p,2,True,113,60
filhos-do-verao,Filhos do Verão,2023,Filme,1080p,3,True,111,58
fils-de,Fils de,2025,Filme,1080p,1,True,103,50
fim-dos-dias,Fim dos Dias,1999,Filme,1080p,3,True,108,55
finch,Finch,2021,Filme,1080p,3,True,101,48
finja-se-de-morta,Finja-se de Morta,2025,Filme,1080p,1,True,113,60
fique-acordado,Fique Acordado,2024,Filme,1080p,3,True,110,57
fire-country-1a-temporada,Fire Country 1ª Temporada,2022,Série,1080p,1,True,121,68
fire-country-2a-temporada,Fire Country 2ª Temporada,2023,Série,1080p,0,True,121,68
fire-country-3a-temporada,Fire Country 3ª Temporada,2024,Série,1080p,1,True,121,68
five-nights-at-freddy-s-2,Five Nights at Freddy's 2,2025,Filme,1080p,3,True,121,68
five-nights-at-freddy-s-o-pesadelo-sem-fim,Five Nights at Freddy's – O Pesadelo Sem Fim,2023,Filme,1080p,2,True,140,87
flamin-hot-o-sabor-que-mudou-a-historia,Flamin' Hot: O Sabor que Mudou a História,2023,Filme,1080p,2,True,137,84
flechas-da-vinganca,Flechas da Vingança,2022,Filme,1080p,2,True,115,62
flow,Flow,2024,Filme,1080p,3,True,100,47
flutuar,Flutuar,2024,Filme,1080p,2,True,103,50
fly,Fly,2024,Filme,1080p,1,True,99,46
fogo-cruzado,Fogo Cruzado,2021,Filme,1080p,3,True,108,55
fogo-cruzado-2,Fogo Cruzado,2023,Filme,1080p,2,True,108,55
fogo-vs-fogo,Fogo vs Fogo,2022,Filme,1080p,2,True,108,55
foi-apenas-um-acidente,Foi Apenas Um Acidente,2025,Filme,1080p,3,True,118,65
fome-de-sucesso,Fome de Sucesso,2023,Filme,,1,True,94,58
fonte-da-vida,Fonte da Vida,2006,Filme,1080p,4,True,109,56
for-all-mankind-1a-temporada,For All Mankind 1ª Temporada,2019,Série,1080p,0,True,124,71
for-all-mankind-2a-temporada,For All Mankind 2ª Temporada,2021,Série,1080p,0,True,124,71
for-all-mankind-3a-temporada,For All Mankind 3ª Temporada,2022,Série,1080p,0,True,124,71
for-all-mankind-4a-temporada,For All Mankind 4ª Temporada,2023,Série,1080p,0,True,124,71
fora-de-controle-2,Fora de Controle,2023,Filme,1080p,2,True,112,59
fora-de-controle-3,Fora de Controle,2024,Filme,1080p,3,True,112,59
fora-de-mim,Fora de Mim,2024,Filme,1080p,1,True,107,54
fora-de-rumo,Fora de Rumo,2005,Filme,1080p,2,True,108,55
fora-de-sincronia,Fora de Sincronia,2021,Filme,1080p,2,True,113,60
fora-dos-muros-da-escola,Fora dos Muros da Escola,2021,Filme,1080p,4,True,120,67
fora-dos-muros-da-escola-ii,Fora dos Muros da Escola II,2023,Filme,1080p,3,True,123,70
the-dry-2-forca-da-natureza,The Dry 2: Força da Natureza,2024,Filme,1080p,3,True,124,71
ford-vs-ferrari,Ford vs Ferrari,2019,Filme,1080p,4,True,111,58
forrest-gump-o-contador-de-historias,Forrest Gump: O Contador de Histórias,1994,Filme,1080p,3,True,133,80
fortuna-1a-temporada,Fortuna 1ª Temporada,2022,Série,1080p,0,True,116,63
fortuna-2a-temporada,Fortuna 2ª Temporada,2024,Série,1080p,0,True,116,63
fortuna-3a-temporada,Fortuna 3ª Temporada,2025,Série,1080p,0,True,116,63
fortuna-perigosa,Fortuna Perigosa,2024,Filme,1080p,1,True,112,59
forca-bruta,Força Bruta,2022,Filme,1080p,3,True,107,54
forca-bruta-condenacao,Força Bruta: Condenação,2024,Filme,1080p,5,True,119,66
forca-bruta-punicao,Força Bruta: Punição,2024,Filme,1080p,4,True,116,63
forca-bruta-sem-saida,Força Bruta: Sem Saída,2023,Filme,1080p,3,True,118,65
forca-letal,Força Letal,2019,Filme,1080p,2,True,107,54
forcas-hostis,Forças Hostis,2023,Filme,1080p,2,True,109,56
forcas-obscuras,Forças Obscuras,2024,Filme,1080p,3,True,111,58
fragmentado,Fragmentado,2017,Filme,1080p,2,True,107,54
frankenstein,Frankenstein,2025,Filme,1080p,3,True,108,55
frankie-e-os-monstros,Frankie e os Monstros,2025,Filme,1080p,3,True,117,64
franz-klammer-a-lenda-do-esqui,Franz Klammer - A Lenda do Esqui,2021,Filme,1080p,2,True,128,75
fratura,Fratura,2019,Filme,1080p,2,True,103,50
freaky-tales,Freaky Tales,2025,Filme,1080p,3,True,108,55
french-lover,French Lover,2025,Filme,1080p,2,True,108,55
frente-a-frente,Frente à Frente,2021,Filme,1080p,3,True,111,58
fresh,Fresh,2022,Filme,1080p,2,True,101,48
fresh-hell-adolescentes-mortos,Fresh Hell: Adolescentes Mortos,2024,Filme,1080p,1,True,127,74
fresh-hell-lobos-contra-o-mundo,Fresh Hell: Lobos Contra o Mundo,2024,Filme,1080p,2,True,128,75
frieren-e-a-jornada-para-o-alem-1a-temporada,Frieren e a Jornada para o Além 1ª Temporada,2023,Série,1080p,0,True,140,87
frio-nos-ossos,Frio nos Ossos,2023,Filme,1080p,3,True,110,57
from-the-river-to-the-sea-um-filme-sobre-a-guerra-em-israel,From the River to the Sea - Um Filme Sobre a Guerra em Israel,2024,Filme,1080p,1,True,157,104
fronteira-sombria,Fronteira Sombria,2024,Filme,1080p,4,True,113,60
fronteira-de-odio,Fronteira de Ódio,2023,Filme,1080p,2,True,113,60
frozen-hot-boys,Frozen Hot Boys,2025,Filme,1080p,2,True,111,58
frozen-o-musical,Frozen: O Musical,2025,Filme,1080p,2,True,113,60
fubar-1a-temporada,Fubar 1ª Temporada,2023,Série,1080p,0,True,114,61
fubar-2a-temporada,Fubar 2ª Temporada,2025,Série,1080p,0,True,114,61
fuga-fatal,Fuga Fatal,2025,Filme,1080p,3,True,106,53
fuga-da-alemanha,Fuga da Alemanha,2024,Filme,1080p,3,True,112,59
fuga-de-pretoria,Fuga de Pretória,2020,Filme,1080p,3,True,112,59
donzela-2,Donzela,2023,Filme,1080p,1,True,103,50
fugindo-da-terra-do-nunca,Fugindo da Terra do Nunca,2022,Filme,1080p,2,True,121,68
fugindo-do-paraiso,Fugindo do Paraíso,2023,Filme,1080p,2,True,114,61
fugitivo-por-acidente,Fugitivo por Acidente,2025,Filme,1080p,2,True,117,64
fuja,Fuja,2020,Filme,1080p,3,True,100,47
fundacao-1a-temporada,Fundação 1ª Temporada,2021,Série,1080p,0,True,117,64
fundacao-2a-temporada,Fundação 2ª Temporada,2023,Série,1080p,0,True,117,64
fundacao-3a-temporada,Fundação 3ª Temporada,2025,Série,1080p,0,True,117,64
furiosa-uma-saga-mad-max,Furiosa: Uma Saga Mad Max,2024,Filme,1080p,4,True,121,68
furioza-2,Furioza 2,2025,Filme,1080p,3,True,105,52
futurama-13a-temporada,Futurama 13ª Temporada,2025,Série,1080p,0,True,118,65
fa-ou-hater,Fã ou Hater?,2025,Filme,1080p,1,True,108,55
fe-para-o-impossivel,Fé para o Impossível,2025,Filme,1080p,1,True,116,63
ferias-forcadas,Férias Forçadas,2025,Filme,1080p,1,True,111,58
ferias-frustradas-de-natal,Férias Frustradas de Natal,1989,Filme,1080p,1,True,122,69
ferias-macabras,Férias Macabras,2024,Filme,1080p,2,True,111,58
ferias-na-fazenda,Férias na Fazenda,2023,Filme,1080p,2,True,113,60
formula-selvagem,Fórmula selvagem,2021,Filme,1080p,2,True,112,59
furia-assassina,Fúria Assassina,2024,Filme,1080p,1,True,111,58
furia-incontrolavel,Fúria Incontrolável,2020,Filme,1080p,3,True,115,62
furia-primitiva,Fúria Primitiva,2024,Filme,1080p,2,True,111,58
furia-sem-limites,Fúria Sem Limites,2022,Filme,1080p,2,True,113,60
furia-sobre-rodas,Fúria Sobre Rodas,2023,Filme,1080p,2,True,113,60
furia-da-natureza,Fúria da Natureza,2023,Filme,1080p,3,True,113,60
furia-em-alto-mar,Fúria em Alto Mar,2018,Filme,1080p,3,True,113,60
g20,G20,2025,Filme,1080p,3,True,99,46
goat,GOAT,2025,Filme,1080p,2,True,100,47
gtmax,GTMAX,2024,Filme,1080p,3,True,101,48
gachiakuta-1a-temporada,Gachiakuta 1ª Temporada,2025,Série,1080p,0,True,119,66
gaga-chromatica-ball,Gaga Chromatica Ball,2024,Filme,1080p,1,True,116,63
game-mortal,Game Mortal,2025,Filme,1080p,3,True,107,54
game-star-a-jogada-final,Game Star: A Jogada Final,2020,Filme,1080p,3,True,121,68
serie-game-of-thrones-1a-ate-8a-todas-as-temporadas,Serie Game of Thrones 1ª até 8ª Todas as Temporadas,2011,Série,1080p,0,True,147,94
gananciosos,Gananciosos,2024,Filme,1080p,3,True,107,54
gangstas,Gangstas,2025,Filme,1080p,2,True,104,51
gangues-de-los-angeles,Gangues de Los Angeles,2020,Filme,1080p,3,True,118,65
ganhar-ou-perder-1a-temporada,Ganhar ou Perder 1ª Temporada,2025,Série,1080p,0,True,125,72
gannibal-1a-temporada,Gannibal 1ª Temporada,2022,Série,1080p,0,True,117,64
gannibal-2a-temporada,Gannibal 2ª Temporada,2025,Série,1080p,0,True,117,64
ganymede,Ganymede,2024,Filme,1080p,3,True,104,51
garcia-garcia,Garcia & Garcia,2021,Filme,1080p,1,True,111,58
garfield-fora-de-casa,Garfield: Fora de Casa,2024,Filme,1080p,3,True,118,65
garota-rebelde,Garota Rebelde,2021,Filme,1080p,1,True,110,57
garota-roubada,Garota Roubada,2025,Filme,1080p,3,True,110,57
garota-sequestrada-1a-temporada,Garota Sequestrada 1ª Temporada,2026,Série,1080p,0,True,127,74
garotas-em-fuga,Garotas em Fuga,2024,Filme,1080p,2,True,111,58
garotos-detetives-mortos,Garotos Detetives Mortos,2024,Série,1080p,0,True,120,67
garra-de-ferro,Garra de Ferro,2023,Filme,1080p,2,True,110,57
gatilheiro,Gatilheiro,2025,Filme,1080p,2,True,106,53
gato-galactico-e-o-feitico-do-tempo,Gato Galactico e o Feitiço do Tempo,2024,Filme,1080p,1,True,131,78
gen-v-1a-temporada,Gen V 1ª Temporada,2023,Série,1080p,0,True,114,61
gen-v-2a-temporada,Gen V 2ª Temporada,2025,Série,1080p,0,True,114,61
general-hadik,General Hadik,2023,Filme,1080p,3,True,109,56
george-washington-o-primeiro-presidente-da-america,George Washington - O Primeiro Presidente da América,2022,Filme,1080p,2,True,148,95
georgie-e-mandy-seu-primeiro-casamento-1a-temporada,Georgie e Mandy Seu Primeiro Casamento 1ª Temporada,2024,Série,1080p,0,True,147,94
geracao-do-futuro,Geração do Futuro,2023,Filme,1080p,3,True,113,60
gerda,Gerda,2021,Filme,1080p,1,True,101,48
get-millie-black-1a-temporada,Get Millie Black 1ª Temporada,2024,Série,1080p,0,True,125,72
ghostbusters-apocalipse-de-gelo,Ghostbusters: Apocalipse de Gelo,2024,Filme,1080p,3,True,128,75
ghostlight,Ghostlight,2024,Filme,1080p,1,True,106,53
gigantes,Gigantes,2024,Filme,1080p,3,True,104,51
gigolo-americano,Gigolô Americano,2022,Série,,0,True,95,59
ginny-e-georgia-1a-temporada,Ginny e Georgia 1ª Temporada,2021,Série,1080p,0,True,124,71
ginny-e-georgia-2a-temporada,Ginny e Georgia 2ª Temporada,2023,Série,1080p,0,True,124,71
ginny-e-georgia-3a-temporada,Ginny e Georgia 3ª Temporada,2025,Série,1080p,0,True,124,71
girl-lost-2-uma-historia-de-hollywood,Girl Lost 2 - Uma História de Hollywood,2020,Filme,1080p,2,True,135,82
girl-lost-a-garota-de-programa,Girl Lost - A Garota de Programa,2018,Filme,1080p,1,True,128,75
girl-taken,Girl Taken,2025,Filme,1080p,1,True,106,53
gladiador,Gladiador,2000,Filme,1080p,3,True,105,52
gladiador-2,Gladiador 2,2024,Filme,1080p,2,True,107,54
gladiadores,Gladiadores,2025,Filme,1080p,1,True,107,54
god-complex-o-complexo-industrial-da-censura,God Complex - O Complexo Industrial da Censura,2025,Filme,1080p,1,True,142,89
godfather-of-harlem-1a-temporada,Godfather of Harlem 1ª Temporada,2020,Série,1080p,0,True,128,75
godfather-of-harlem-2a-temporada,Godfather of Harlem 2ª Temporada,2021,Série,1080p,0,True,128,75
godfather-of-harlem-3a-temporada,Godfather of Harlem 3ª Temporada,2023,Série,1080p,0,True,128,75
godfather-of-harlem-4a-temporada,Godfather of Harlem 4ª Temporada,2025,Série,1080p,0,True,128,75
godzilla,Godzilla,2014,Filme,1080p,3,True,104,51
godzilla-ii-rei-dos-monstros,Godzilla II: Rei dos Monstros,2019,Filme,1080p,4,True,125,72
godzilla-minus-one,Godzilla Minus One,2023,Filme,1080p,3,True,114,61
godzilla-ponto-singular-1a-temporada,Godzilla Ponto Singular 1ª Temporada,2021,Série,1080p,0,True,132,79
godzilla-e-kong-o-novo-imperio,Godzilla e Kong: O Novo Império,2024,Filme,1080p,4,True,127,74
godzilla-vs-kong,Godzilla vs. Kong,2021,Filme,1080p,3,True,113,60
god-s-soldier,God's Soldier,2025,Filme,1080p,2,True,109,56
going-dutch-1a-temporada,Going Dutch 1ª Temporada,2025,Série,1080p,0,True,120,67
gokushufudou-tatsu-imortal,Gokushufudou: Tatsu Imortal,2021,Série,1080p,0,True,123,70
golpe-parisiense,Golpe Parisiense,2023,Filme,1080p,2,True,112,59
golpe-de-sorte,Golpe de Sorte,2024,Filme,1080p,2,True,110,57
golpe-de-superacao,Golpe de Superação,2025,Filme,1080p,1,True,114,61
gonzaga-de-pai-pra-filho,Gonzaga: De Pai pra Filho,2012,Filme,1080p,1,True,121,68
gonzaga-de-pai-pra-filho-2,Gonzaga: De Pai pra Filho,2012,Filme,1080p,2,True,121,68
good-kill-maxima-precisao,Good Kill - Máxima Precisão,2015,Filme,1080p,3,True,123,70
good-news,Good News,2025,Filme,1080p,2,True,105,52
goosebumps-1a-temporada,Goosebumps 1ª Temporada,2023,Série,1080p,0,True,119,66
goosebumps-2-halloween-assombrado,Goosebumps 2: Halloween Assombrado,2018,Filme,1080p,3,True,130,77
goosebumps-2a-temporada,Goosebumps 2ª Temporada,2025,Série,1080p,0,True,119,66
goosebumps-monstros-e-arrepios,Goosebumps: Monstros e Arrepios,2015,Filme,1080p,3,True,127,74
grand-finale,Grand Finale,2024,Filme,1080p,1,True,108,55
grande-sertao,Grande Sertão,2024,Filme,1080p,2,True,109,56
